"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"35025","XLOC_035025","XLOC_035025","Ctps2","chrX:159339169-159470440","P0","Ad","OK",24.902,4.14394,-2.58718,-2.09051,1e-04,0.00193782,"yes"
"35062","XLOC_035062","XLOC_035062","Mid1","chrX:166123128-166443668","P0","Ad","OK",29.7327,7.47627,-1.99166,-2.97785,5e-05,0.00106929,"yes"
"35097","XLOC_035097","XLOC_035097","Clcn5","chrX:6730935-6896484","P0","Ad","OK",25.6489,1.08504,-4.56308,-2.1701,5e-05,0.00106929,"yes"
"35126","XLOC_035126","XLOC_035126","Rbm3","chrX:7716100-7725090","P0","Ad","OK",68.6737,23.3388,-1.55703,-2.91391,0.00015,0.00273203,"yes"
"35177","XLOC_035177","XLOC_035177","Cask","chrX:13094205-13428493","P0","Ad","OK",46.3621,6.13338,-2.91819,-2.26965,0.00795,0.0515863,"no"
"35205","XLOC_035205","XLOC_035205","Slc9a7","chrX:19682880-19868933","P0","Ad","OK",10.7926,2.01745,-2.41944,-2.86434,3e-04,0.00470584,"yes"
"35229","XLOC_035229","XLOC_035229","Gm14562","chrX:22016001-22016544","P0","Ad","OK",1.96014,0,-Inf,NA,0.00575,0.041509,"yes"
"35230","XLOC_035230","XLOC_035230","Klhl13","chrX:22796396-22942208","P0","Ad","OK",69.4228,7.13464,-3.2825,-3.16777,2e-04,0.00339928,"yes"
"35296","XLOC_035296","XLOC_035296","Sept6","chrX:34450828-34531789","P0","Ad","OK",21.7508,2.34573,-3.21296,-3.66922,5e-05,0.00106929,"yes"
"35326","XLOC_035326","XLOC_035326","Fam70a","chrX:35542969-35605616","P0","Ad","OK",10.7333,1.55051,-2.79128,-2.22727,0.00865,0.0545624,"no"
"35373","XLOC_035373","XLOC_035373","Smarca1","chrX:45162544-45246151","P0","Ad","OK",4.98878,0.691421,-2.85105,-1.7286,5e-04,0.00709313,"yes"
"35378","XLOC_035378","XLOC_035378","Elf4","chrX:45764222-45816309","P0","Ad","OK",10.6087,2.99949,-1.82246,-3.29485,5e-05,0.00106929,"yes"
"35395","XLOC_035395","XLOC_035395","6720401G13Rik","chrX:47908920-47988498","P0","Ad","OK",42.2928,9.55396,-2.14624,-3.636,5e-05,0.00106929,"yes"
"35398","XLOC_035398","XLOC_035398","Mbnl3","chrX:48470445-48559709","P0","Ad","OK",2.37495,0.144675,-4.037,-1.11336,0.00045,0.00654015,"yes"
"35402","XLOC_035402","XLOC_035402","Hs6st2","chrX:48740388-49035033","P0","Ad","OK",2.64002,0.299115,-3.14177,-1.31776,0.00405,0.0332665,"yes"
"35408","XLOC_035408","XLOC_035408","Gpc4","chrX:49406197-49518429","P0","Ad","OK",33.135,16.9105,-0.970435,-1.88479,0.00765,0.050561,"no"
"35409","XLOC_035409","XLOC_035409","Gpc3","chrX:49625602-49972224","P0","Ad","OK",84.2171,5.42272,-3.95703,-6.3185,5e-05,0.00106929,"yes"
"35427","XLOC_035427","XLOC_035427","Plac1","chrX:50423171-50593288","P0","Ad","OK",1.33433,0,-Inf,NA,2e-04,0.00339928,"yes"
"35428","XLOC_035428","XLOC_035428","Fam122b","chrX:50596591-50622982","P0","Ad","OK",10.286,3.97358,-1.37217,-2.08626,0.0041,0.0335997,"yes"
"35465","XLOC_035465","XLOC_035465","Fgf13","chrX:56315321-56821248","P0","Ad","OK",262.65,75.4853,-1.79887,-1.61192,0.0099,0.0593958,"no"
"35580","XLOC_035580","XLOC_035580","Renbp","chrX:71167459-71176189","P0","Ad","OK",10.6088,3.02146,-1.81194,-1.79105,0.0019,0.0191384,"yes"
"35690","XLOC_035690","XLOC_035690","Gm8864","chrX:85817377-85818469","P0","Ad","OK",1.3353,0,-Inf,NA,1e-04,0.00193782,"yes"
"35723","XLOC_035723","XLOC_035723","Pola1","chrX:90550105-90877494","P0","Ad","OK",9.18364,1.47494,-2.63841,-2.2007,7e-04,0.00911344,"yes"
"35725","XLOC_035725","XLOC_035725","Pdk3","chrX:91009945-91077540","P0","Ad","OK",24.488,1.65244,-3.8894,-3.16741,5e-05,0.00106929,"yes"
"35735","XLOC_035735","XLOC_035735","Maged1","chrX:91780812-91787482","P0","Ad","OK",80.8407,42.7209,-0.920141,-1.81559,0.00715,0.0483559,"yes"
"35768","XLOC_035768","XLOC_035768","Ophn1","chrX:95749615-96086364","P0","Ad","OK",8.87051,2.85264,-1.63672,-1.58005,0.00315,0.0277805,"yes"
"35800","XLOC_035800","XLOC_035800","Hdac8","chrX:99447860-99700698","P0","Ad","OK",9.35874,2.53391,-1.88495,-2.111,0.0031,0.0274756,"yes"
"35818","XLOC_035818","XLOC_035818","Xist","chrX:100626855-100680296","P0","Ad","OK",41.3275,0.251669,-7.35943,-5.05187,5e-05,0.00106929,"yes"
"35824","XLOC_035824","XLOC_035824","Slc16a2","chrX:100892752-101017304","P0","Ad","OK",24.7211,5.68836,-2.11966,-3.13414,5e-05,0.00106929,"yes"
"35829","XLOC_035829","XLOC_035829","Gm14892","chrX:101196404-101196676","P0","Ad","OK",23.815,0,-Inf,NA,5e-05,0.00106929,"yes"
"35837","XLOC_035837","XLOC_035837","Zdhhc15","chrX:101732307-101866403","P0","Ad","OK",2.07187,0.259324,-2.99811,-2.78663,0.0012,0.0135755,"yes"
"35865","XLOC_035865","XLOC_035865","Zcchc5","chrX:104032420-104035983","P0","Ad","OK",2.72994,0.467812,-2.54487,-2.53234,0.00415,0.0338149,"yes"
"35869","XLOC_035869","XLOC_035869","Itm2a","chrX:104592437-104598715","P0","Ad","OK",45.1797,11.1185,-2.02271,-3.65467,5e-05,0.00106929,"yes"
"35983","XLOC_035983","XLOC_035983","Tspan6","chrX:130425606-130432968","P0","Ad","OK",19.4436,6.49368,-1.58218,-2.25129,0.00125,0.0139747,"yes"
"35997","XLOC_035997","XLOC_035997","Armcx6","chrX:131282993-131285956","P0","Ad","OK",4.62983,0.607066,-2.93103,-2.1036,0.0013,0.0143757,"yes"
"35998","XLOC_035998","XLOC_035998","Armcx2","chrX:131338683-131343760","P0","Ad","OK",19.5294,3.44838,-2.50166,-3.76287,5e-05,0.00106929,"yes"
"36018","XLOC_036018","XLOC_036018","Tceal8","chrX:132703522-132706881","P0","Ad","OK",68.0015,17.3806,-1.96809,-3.6397,5e-05,0.00106929,"yes"
"36019","XLOC_036019","XLOC_036019","Tceal5","chrX:132735486-132738415","P0","Ad","OK",14.9567,0.244863,-5.93267,-1.57998,0.0032,0.0280823,"yes"
"36020","XLOC_036020","XLOC_036020","Bex1","chrX:132748510-132760639","P0","Ad","OK",48.9256,1.42196,-5.10464,-4.39271,0.00075,0.00956334,"yes"
"36060","XLOC_036060","XLOC_036060","Morc4","chrX:136356170-136406216","P0","Ad","OK",4.32393,1.57805,-1.4542,-1.38877,0.0092,0.0568484,"no"
"36072","XLOC_036072","XLOC_036072","Col4a6","chrX:137599945-137908619","P0","Ad","OK",3.29184,0.46379,-2.82735,-2.97396,1e-04,0.00193782,"yes"
"36086","XLOC_036086","XLOC_036086","Gm15032","chrX:139057034-139057445","P0","Ad","OK",2.597,0,-Inf,NA,0.00575,0.041509,"yes"
"36089","XLOC_036089","XLOC_036089","Ammecr1","chrX:139285688-139401271","P0","Ad","OK",28.0249,9.15763,-1.61366,-3.25982,5e-05,0.00106929,"yes"
"36092","XLOC_036092","XLOC_036092","Capn6","chrX:140236773-140261957","P0","Ad","OK",7.50661,0.300719,-4.64167,-3.85519,0.0012,0.0135755,"yes"
"36147","XLOC_036147","XLOC_036147","Tro","chrX:147079846-147092126","P0","Ad","OK",8.95934,0.403336,-4.47334,-1.5824,5e-05,0.00106929,"yes"
"36149","XLOC_036149","XLOC_036149","Maged2","chrX:147240912-147248888","P0","Ad","OK",52.1895,8.43454,-2.62938,-4.84655,5e-05,0.00106929,"yes"
"36161","XLOC_036161","XLOC_036161","Gm4919","chrX:148196485-148197201","P0","Ad","OK",1.34917,0,-Inf,NA,0.00575,0.041509,"yes"
"36170","XLOC_036170","XLOC_036170","Shroom2","chrX:149044051-149204008","P0","Ad","OK",3.4712,1.22115,-1.50719,-2.16036,0.0013,0.0143757,"yes"
"36171","XLOC_036171","XLOC_036171","Rpl7a-ps12","chrX:149343320-149344839","P0","Ad","OK",2.73828,0,-Inf,NA,5e-05,0.00106929,"yes"
"36212","XLOC_036212","XLOC_036212","Gm7312","chrX:153113877-153114346","P0","Ad","OK",7.80969,0,-Inf,NA,5e-05,0.00106929,"yes"
"36291","XLOC_036291","XLOC_036291","Prps2","chrX:163784253-163820681","P0","Ad","OK",16.41,6.16343,-1.41277,-2.21552,0.00075,0.00956334,"yes"
